ensembl_id,gene_symbol,entrez_id,refseq_id
ENSG00000200572,Y_RNA,nan,nan
ENSG00000200575,RNU6-414P,106479749,nan
ENSG00000200579,Y_RNA,nan,nan
ENSG00000200587,RNA5SP514,100873565,nan
ENSG00000200591,Y_RNA,nan,nan
ENSG00000200593,SNORD115-33,100033807,NR_003348.1
ENSG00000200594,RNU6-824P,106480612,nan
ENSG00000200597,RNU1-87P,106480178,nan
ENSG00000200600,Y_RNA,nan,nan
ENSG00000200601,RNA5SP50,106478992,nan
ENSG00000200605,Y_RNA,nan,nan
ENSG00000200606,Y_RNA,nan,nan
ENSG00000200608,SNORD114-11,767589,NR_003204.1
ENSG00000200610,Y_RNA,nan,nan
ENSG00000200612,SNORD114-25,767605,NR_003218.1
ENSG00000200613,RNA5SP349,100873611,nan
ENSG00000200615,Y_RNA,nan,nan
ENSG00000200616,Y_RNA,nan,nan
ENSG00000200619,RNA5SP447,100873693,nan
ENSG00000200620,SNORA7,124905268,XR_007068428.1
ENSG00000200622,RNU6-1059P,106480031,nan
ENSG00000200623,SNORD18A,595098,NR_002441.1
ENSG00000200624,RNA5S6,100169757,NR_023368.1
ENSG00000200626,RNA5SP325,100873591,nan
ENSG00000200629,Y_RNA,106481710,nan
ENSG00000200630,Y_RNA,nan,nan
ENSG00000200632,SNORD113-7,767567,NR_003235.1
ENSG00000200635,Y_RNA,nan,nan
ENSG00000200636,SNORD114-27,767608,NR_003220.1
ENSG00000200637,RNU5F-3P,100873866,nan
ENSG00000200638,SNORD115-37,100033811,NR_003352.1
ENSG00000200645,RNU6-1210P,106481562,nan
ENSG00000200646,Y_RNA,nan,nan
ENSG00000200648,RNU6-226P,106481249,nan
ENSG00000200649,RNA5SP343,nan,nan
ENSG00000200650,RNA5SP114,100873384,nan
ENSG00000200651,Y_RNA,nan,nan
ENSG00000200652,SNORA25,124900376,nan
ENSG00000200653,RNU4-92P,106479601,nan
ENSG00000200656,SNORA5B,677795,NR_002990.1
ENSG00000200658,Y_RNA,nan,nan
ENSG00000200661,SNORD116-10,100033422,NR_003325.1
ENSG00000200662,Y_RNA,nan,nan
ENSG00000200664,Y_RNA,nan,nan
ENSG00000200665,RNU6-1188P,106480408,nan
ENSG00000200670,RNU6-912P,106479970,nan
ENSG00000200673,RN7SKP174,106479172,nan
ENSG00000200674,RN7SKP160,106479166,nan
ENSG00000200677,SNORD18,124903590,XR_007064807.1
ENSG00000200680,SNORD115-4,100033441,NR_003296.1
ENSG00000200681,RNU6-263P,106479683,nan
ENSG00000200683,RNU6-379P,106479734,nan
ENSG00000200685,Y_RNA,nan,nan
ENSG00000200686,RNY3P3,100862669,nan
ENSG00000200687,RNA5SP335,106479007,nan
ENSG00000200688,Y_RNA,nan,nan
ENSG00000200693,U3,124903437,nan
ENSG00000200701,RNU6-674P,106481773,nan
ENSG00000200702,Y_RNA,nan,nan
ENSG00000200703,RNU6-873P,106479951,nan
ENSG00000200706,SNORD45,124901525,nan
ENSG00000200708,RN7SKP93,nan,nan
ENSG00000200709,RNA5SP27,100873359,nan
ENSG00000200711,RNA5SP28,100873360,nan
ENSG00000200713,RNU6-682P,106479867,nan
ENSG00000200714,Y_RNA,nan,nan
ENSG00000200718,RN7SKP103,106479140,nan
ENSG00000200719,RNA5SP260,100873514,nan
ENSG00000200720,RNU6-931P,106479978,nan
ENSG00000200726,SNORD115-8,100033445,NR_003300.1
ENSG00000200728,RNU6-271P,106481264,nan
ENSG00000200731,RNU1-124P,106481629,nan
ENSG00000200732,RNU6-194P,106479652,nan
ENSG00000200733,SNORD38,124903257,XR_007063952.1
ENSG00000200735,RNY4P8,nan,nan
ENSG00000200737,Y_RNA,nan,nan
ENSG00000200738,RNA5SP472,100873715,nan
ENSG00000200741,RNA5SP161,nan,nan
ENSG00000200742,Y_RNA,nan,nan
ENSG00000200745,RNU1-31P,106481606,nan
ENSG00000200750,Y_RNA,nan,nan
ENSG00000200752,Y_RNA,nan,nan
ENSG00000200753,AC004130.1,124900239,XR_007060654.1
ENSG00000200754,Y_RNA,nan,nan
ENSG00000200755,RNA5SP68,100873303,nan
ENSG00000200756,RNU6-236P,106481252,nan
ENSG00000200757,SNORD115-16,100033454,NR_003308.1
ENSG00000200759,RNU6-884P,106479957,nan
ENSG00000200761,RN7SKP113,106480465,nan
ENSG00000200763,RNU6-961P,106481483,nan
ENSG00000200764,Y_RNA,nan,nan
ENSG00000200769,Y_RNA,nan,nan
ENSG00000200774,RNU6-478P,106479778,nan
ENSG00000200779,RNU6-105P,106481210,nan
ENSG00000200783,RN7SKP180,nan,nan
ENSG00000200785,SNORD8,319103,NR_002916.2
ENSG00000200786,RNA5SP234,100873492,nan
ENSG00000200788,Y_RNA,nan,nan
ENSG00000200789,RNU1-65P,106481614,nan
ENSG00000200790,RNU6-631P,106479845,nan
ENSG00000200792,SNORA80,677846,NR_002996.2
ENSG00000200794,RN7SKP250,106479206,nan
ENSG00000200795,RNU4-1,26835,NR_003925.1
ENSG00000200796,RNU6-753P,106479899,nan
ENSG00000200799,RNU6-770P,106481423,nan
ENSG00000200800,RNU1-130P,106480192,nan
ENSG00000200801,SNORD115-28,100036565,NR_003497.1
ENSG00000200806,RNA5SP275,100873528,nan
ENSG00000200807,RNU1-32P,106480155,nan
ENSG00000200812,SNORD115-6,100033443,NR_003298.1
ENSG00000200814,RNU6-595P,nan,nan
ENSG00000200815,RNU6-1091P,106480637,nan
ENSG00000200816,SNORA38,677820,NR_002971.1
ENSG00000200817,RNU6-899P,106479964,nan
ENSG00000200818,RNU6-1204P,106481560,nan
ENSG00000200822,Y_RNA,nan,nan
ENSG00000200823,SNORD114-2,767578,NR_003194.1
ENSG00000200827,RNU6-324P,106479710,nan
ENSG00000200829,Y_RNA,nan,nan
ENSG00000200830,RN7SKP134,106479154,nan
ENSG00000200831,SNORD36B,26814,NR_000017.1
ENSG00000200832,SNORD114-4,nan,nan
ENSG00000200833,Y_RNA,nan,nan
ENSG00000200834,Y_RNA,nan,nan
ENSG00000200839,RNA5SP48,100873287,nan
ENSG00000200840,RNU6-82P,100873781,nan
ENSG00000200842,Y_RNA,nan,nan
ENSG00000200843,RNY4P4,nan,nan
ENSG00000200847,Y_RNA,nan,nan
ENSG00000200849,Y_RNA,nan,nan
ENSG00000200852,RNA5SP499,100873550,nan
ENSG00000200855,Y_RNA,nan,nan
ENSG00000200857,Y_RNA,nan,nan
ENSG00000200860,Y_RNA,nan,nan
ENSG00000200867,RN7SKP36,nan,nan
ENSG00000200869,RNU6-457P,106479768,nan
ENSG00000200871,RNU6-810P,106481437,nan
ENSG00000200872,RNA5SP456,100873701,nan
ENSG00000200873,RNA5SP399,100873652,nan
ENSG00000200874,Y_RNA,nan,nan
ENSG00000200875,RNU6-340P,106479717,nan
ENSG00000200877,RNU6-560P,106480590,nan
ENSG00000200879,SNORD14E,85391,NR_003125.2
ENSG00000200882,RNU6-681P,106481911,nan
ENSG00000200883,Y_RNA,nan,nan
ENSG00000200884,Y_RNA,nan,nan
ENSG00000200885,RNU1-146P,106480198,nan
ENSG00000200887,RNU6-598P,106479830,nan
ENSG00000200888,Y_RNA,nan,nan
ENSG00000200889,RNU4-13P,106481763,nan
ENSG00000200890,RNA5SP99,nan,nan
ENSG00000200891,SNORD74,124900295,XR_007062401.1
ENSG00000200893,RNU6-944P,106479983,nan
ENSG00000200895,RN7SKP245,nan,nan
ENSG00000200897,SNORD74,124900324,XR_007063628.1
ENSG00000200898,RNU6-1243P,106481573,nan
ENSG00000200902,RNU6-627P,106480596,nan
ENSG00000200903,RNU1-42P,106481609,nan
ENSG00000200906,RNU6-854P,106481450,nan
ENSG00000200913,SNORD46,94161,NR_000024.2
ENSG00000200914,RNA5SP435,106479013,nan
ENSG00000200917,RNU6-553P,106480589,nan
ENSG00000200922,Y_RNA,nan,nan
ENSG00000200924,RNU6-1048P,106480027,nan
ENSG00000200926,RNU6-960P,106479991,nan
ENSG00000200935,RNU6-1090P,106480045,nan
ENSG00000200941,RNU6-694P,106479872,nan
ENSG00000200942,RNU6-501P,106481339,nan
ENSG00000200949,SNORD115-32,100033806,NR_003347.1
ENSG00000200953,Y_RNA,nan,nan
ENSG00000200957,RNU6-801P,106479920,nan
ENSG00000200959,SNORA74A,26821,NR_002915.1
ENSG00000200963,RNU6-289P,106479695,nan
ENSG00000200966,RN7SKP87,nan,nan
ENSG00000200969,SNORD95,124900283,XR_007061914.1
ENSG00000200972,RNU5A-8P,100873838,nan
ENSG00000200974,RNU4-87P,106479598,nan
ENSG00000200975,RNU1-7P,106481952,nan
ENSG00000200976,Y_RNA,nan,nan
ENSG00000200980,Y_RNA,nan,nan
ENSG00000200982,Y_RNA,nan,nan
ENSG00000200983,SNORA3,619562,NR_002580.1
ENSG00000200985,RNA5SP493,100873735,nan
ENSG00000200986,RNU6-819P,106479928,nan
ENSG00000200987,SNORD115-30,100033804,NR_003345.1
ENSG00000200991,SNORA25,124900361,nan
ENSG00000200997,RNU1-85P,106480177,nan
ENSG00000200998,Y_RNA,nan,nan
ENSG00000200999,SNORD74,124900179,XR_007058527.1
ENSG00000201000,RNA5SP516,100873567,nan
ENSG00000201001,RNU6-270P,106479686,nan
ENSG00000201003,SNORA58,124900439,XR_007067395.1
ENSG00000201006,Y_RNA,nan,nan
ENSG00000201009,SNORD46,124900236,XR_007060651.1
ENSG00000201010,RN7SKP224,nan,nan
ENSG00000201012,Y_RNA,nan,nan
ENSG00000201013,Y_RNA,nan,nan
ENSG00000201014,RNA5SP232,100873490,nan
ENSG00000201015,RNU6-280P,106481886,nan
ENSG00000201016,RNU6-374P,106481296,nan
ENSG00000201021,RNU6-743P,106480605,nan
ENSG00000201023,Y_RNA,106481713,nan
ENSG00000201025,SNORD74,109617014,NR_145757.1
ENSG00000201026,Y_RNA,nan,nan
ENSG00000201027,RN7SKP107,106480464,nan
ENSG00000201028,RNU6-151P,106479633,nan
ENSG00000201031,Y_RNA,nan,nan
ENSG00000201032,RNU6-704P,106479877,nan
ENSG00000201033,RNU1-96P,106480181,nan
ENSG00000201034,Y_RNA,nan,nan
ENSG00000201035,RNA5SP469,100873712,nan
ENSG00000201036,SNORD113,124903417,nan
ENSG00000201041,RNA5SP242,100873500,nan
ENSG00000201042,SNORA38,124900328,XR_007063631.1
ENSG00000201044,RNU6-268P,106479685,nan
ENSG00000201047,Y_RNA,nan,nan
ENSG00000201048,Y_RNA,nan,nan
ENSG00000201050,RNU6-668P,106481393,nan
ENSG00000201059,RNA5SP336,100873599,nan
ENSG00000201065,RNU6-461P,106481897,nan
ENSG00000201066,RN7SKP280,nan,nan
ENSG00000201070,RNU4-84P,106481873,nan
ENSG00000201071,Y_RNA,nan,nan
ENSG00000201074,Y_RNA,nan,nan
ENSG00000201075,Y_RNA,nan,nan
ENSG00000201076,RNU4-51P,106479581,nan
ENSG00000201077,RNU6-188P,106479649,nan
ENSG00000201078,RN7SKP214,nan,nan
ENSG00000201080,RNU6-372P,nan,nan
ENSG00000201084,Y_RNA,nan,nan
ENSG00000201085,RNU6-173P,106479643,nan
ENSG00000201086,RNA5SP394,100873647,nan
ENSG00000201088,Y_RNA,nan,nan
ENSG00000201095,RNU6-266P,106479684,nan
ENSG00000201096,RNA5SP387,107133508,nan
ENSG00000201097,RNU6-366P,106481294,nan
ENSG00000201098,RNY1,6084,NR_004391.1
ENSG00000201102,Y_RNA,nan,nan
ENSG00000201104,RNU6-11P,106478915,nan
ENSG00000201105,RNU1-137P,nan,nan
ENSG00000201109,RNA5SP245,100873501,nan
ENSG00000201113,RNU6-647P,106480598,nan
ENSG00000201114,Y_RNA,nan,nan
ENSG00000201118,Y_RNA,nan,nan
ENSG00000201119,RNU1-33P,106480156,nan
ENSG00000201121,Y_RNA,106480309,nan
ENSG00000201126,RNU6-773P,nan,nan
ENSG00000201129,SNORA58,109617023,NR_145714.1
ENSG00000201133,SNORA4,124900241,XR_007060656.1
ENSG00000201134,Y_RNA,nan,nan
ENSG00000201135,RNU6-777P,106481426,nan
ENSG00000201136,RNU6-353P,106479723,nan
ENSG00000201138,Y_RNA,nan,nan
ENSG00000201140,RN7SKP128,106479151,nan
ENSG00000201142,RNVU1-8,110806291,nan
ENSG00000201143,SNORD115-42,100033816,NR_003357.1
ENSG00000201145,RNA5SP175,106480758,nan
ENSG00000201148,RNA5SP42,100873281,nan
ENSG00000201151,SNORD56,124900460,XR_007067763.1
ENSG00000201153,RNU6-371P,106479731,nan
ENSG00000201155,RNU1-24P,100873865,nan
ENSG00000201157,SNORA62,124900256,XR_007061198.1
ENSG00000201160,Y_RNA,nan,nan
ENSG00000201161,RN7SKP10,100873873,nan
ENSG00000201162,RNU6-454P,106480582,nan
ENSG00000201164,RNU4-36P,106479573,nan
ENSG00000201165,RNU6-1229P,106481568,nan
ENSG00000201168,RNA5SP368,100873627,nan
ENSG00000201170,RNU1-132P,106481958,nan
ENSG00000201176,RNU6-853P,106479943,nan
ENSG00000201178,Y_RNA,nan,nan
ENSG00000201179,RNU6-1322P,106480143,nan
ENSG00000201180,RNU6-115P,106479617,nan
ENSG00000201182,RNU6-670P,106479863,nan
ENSG00000201183,RNVU1-12,101954272,NR_104081.1
ENSG00000201184,RNU4-68P,106479589,nan
ENSG00000201185,RNA5SP202,100873463,nan
ENSG00000201186,RNU4-33P,107080655,nan
ENSG00000201196,Y_RNA,nan,nan
ENSG00000201198,RNU6-879P,106481456,nan
ENSG00000201201,RN7SKP118,106633802,nan
ENSG00000201204,Y_RNA,nan,nan
ENSG00000201207,Y_RNA,nan,nan
ENSG00000201208,Y_RNA,nan,nan
ENSG00000201209,SNORD42,124905171,XR_007068170.1
ENSG00000201210,RNA5SP139,100873407,nan
ENSG00000201216,Y_RNA,nan,nan
ENSG00000201217,Y_RNA,nan,nan
ENSG00000201218,Y_RNA,nan,nan
ENSG00000201221,RNU4-40P,106479576,nan
ENSG00000201223,RNU6-1305P,106481592,nan
ENSG00000201227,RNA5-8SP3,nan,nan
ENSG00000201228,Y_RNA,nan,nan
ENSG00000201229,SNORA63,109616971,NR_145727.1
ENSG00000201231,RNU4-50P,106481871,nan
ENSG00000201239,Y_RNA,nan,nan
ENSG00000201240,SNORD114-9,767585,NR_003201.1
ENSG00000201241,RNU6-978P,106479998,nan
ENSG00000201242,RNY1P1,100873802,nan
ENSG00000201243,RNU6-654P,106481909,nan
ENSG00000201245,SNORA25,124900342,nan
ENSG00000201247,SNORD114-13,767591,NR_003206.1
ENSG00000201253,RNU4-10P,100862676,nan
ENSG00000201255,RNU6-990P,106480627,nan
ENSG00000201260,RNU6-1075P,106480406,nan
ENSG00000201263,SNORD114-6,767582,NR_003198.1
ENSG00000201264,SNORD73,114655,NR_145963.1
ENSG00000201270,RNU6-755P,106481915,nan
ENSG00000201271,RNU1-112P,106480187,nan
ENSG00000201273,RNU6-776P,106480608,nan
ENSG00000201274,RNA5SP192,100873454,nan
ENSG00000201277,Y_RNA,nan,nan
ENSG00000201279,Y_RNA,nan,nan
ENSG00000201282,Y_RNA,nan,nan
ENSG00000201283,RNU6-489P,nan,nan
ENSG00000201285,5S_rRNA,111644143,nan
ENSG00000201287,RN7SKP171,106480887,nan
ENSG00000201288,RNU6-1047P,106481511,nan
ENSG00000201289,RN7SKP76,106481808,nan
ENSG00000201291,RNU1-34P,106481607,nan
ENSG00000201292,RNU6-153P,106479634,nan
ENSG00000201294,RNU6-1019P,106480015,nan
ENSG00000201296,RNU4-41P,106481184,nan
ENSG00000201297,Y_RNA,nan,nan
ENSG00000201298,RNU6-1164P,106480644,nan
ENSG00000201300,SNORD115-27,100036564,NR_003496.1
ENSG00000201301,RNA5SP130,106478995,nan
ENSG00000201302,SNORA65,26783,NR_002449.2
ENSG00000201308,RNU6-512P,nan,nan
ENSG00000201309,Y_RNA,nan,nan
ENSG00000201311,Y_RNA,nan,nan
ENSG00000201312,RNA5SP72,100873306,nan
ENSG00000201314,Y_RNA,nan,nan
ENSG00000201315,RN7SKP227,106481818,nan
ENSG00000201316,SNORA7,124902078,XR_007061203.1
ENSG00000201317,RNU4-59P,106481764,nan
ENSG00000201318,SNORD114-30,767611,NR_003223.1
ENSG00000201321,RNA5S9,100169760,NR_023371.1
ENSG00000201324,RNU6-361P,106480574,nan
ENSG00000201325,RNA5SP142,100873409,nan
ENSG00000201326,SNORD115-22,100033799,NR_003314.1
ENSG00000201329,U3,124902100,XR_007061224.1
ENSG00000201330,SNORD32B,692092,NR_003049.1
ENSG00000201331,SNORD115-23,100033800,NR_003315.1
ENSG00000201339,Y_RNA,nan,nan
ENSG00000201340,Y_RNA,nan,nan
ENSG00000201341,RNU6-421P,106481311,nan
ENSG00000201342,RNU4-38P,106479574,nan
ENSG00000201343,Y_RNA,nan,nan
ENSG00000201346,U3,124904983,XR_007067772.1
ENSG00000201347,RNA5SP69,100873304,nan
ENSG00000201348,RNU105B,26767,NR_004386.2
ENSG00000201351,Y_RNA,nan,nan
ENSG00000201354,Y_RNA,nan,nan
ENSG00000201355,RNA5S14,100169765,NR_023376.1
ENSG00000201356,RNA5SP500,100873551,nan
ENSG00000201358,RN7SKP193,106479181,nan
ENSG00000201361,RNA5SP433,100873683,nan
ENSG00000201363,Y_RNA,nan,nan
ENSG00000201364,RN7SKP37,106480844,nan
ENSG00000201365,Y_RNA,nan,nan
ENSG00000201367,RNU6-522P,106479797,nan
ENSG00000201368,U3,124901220,XR_007059179.1
ENSG00000201370,Y_RNA,nan,nan
ENSG00000201371,Y_RNA,nan,nan
ENSG00000201372,RNU6-1251P,106480112,nan
ENSG00000201376,SNORA70,124900346,XR_007064395.1
ENSG00000201377,RNY4P23,100873801,nan
ENSG00000201378,Y_RNA,nan,nan
ENSG00000201379,RNU4-76P,106480549,nan
ENSG00000201382,RNU6-558P,106481358,nan
ENSG00000201384,SNORA32,nan,nan
ENSG00000201386,RNU6-1163P,106481547,nan
ENSG00000201388,SNORA68,109616972,NR_145718.1
ENSG00000201390,RNU6-1141P,106481540,nan
ENSG00000201392,RNU6-1078P,106481519,nan
ENSG00000201393,SNORA71,124902568,nan
ENSG00000201394,RNA5SP140,106478996,nan
ENSG00000201395,RN7SKP257,nan,nan
ENSG00000201398,U8,124900552,XR_007074155.1
ENSG00000201403,SNORD14B,85388,NR_001452.1
ENSG00000201405,Y_RNA,nan,nan
ENSG00000201407,SNORA68,124900492,XR_007068424.1
ENSG00000201410,snoZ40,124906345,XR_007074160.1
ENSG00000201412,Y_RNA,nan,nan
ENSG00000201413,RNA5SP141,100873408,nan
ENSG00000201415,RNA5SP204,100873465,nan
ENSG00000201420,RNA5SP512,100873563,nan
ENSG00000201421,Y_RNA,nan,nan
ENSG00000201423,RN7SKP246,nan,nan
ENSG00000201425,Y_RNA,nan,nan
ENSG00000201426,Y_RNA,nan,nan
ENSG00000201428,RN7SKP71,nan,nan
ENSG00000201431,RNU6-1277P,106480123,nan
ENSG00000201432,Y_RNA,nan,nan
ENSG00000201433,RNU6-335P,106479715,nan
ENSG00000201435,RNU4-24P,106481179,nan
ENSG00000201436,RNU6-660P,106480599,nan
ENSG00000201439,RNU4-67P,106481193,nan
ENSG00000201440,RNA5SP515,100873566,nan
ENSG00000201441,RNU6-646P,106481386,nan
ENSG00000201442,Y_RNA,nan,nan
ENSG00000201443,RNU6-309P,106479704,nan
ENSG00000201444,RNU6-1082P,106480041,nan
ENSG00000201447,RNA5SP509,100873560,nan
ENSG00000201448,SNORA63,109616970,NR_145725.1
ENSG00000201450,RNU6-149P,nan,nan
ENSG00000201451,Y_RNA,nan,nan
ENSG00000201452,RNU6-1317P,106481596,nan
ENSG00000201457,SNORA55,677834,NR_002983.1
ENSG00000201458,RNU4-4P,nan,nan
ENSG00000201464,Y_RNA,nan,nan
ENSG00000201465,SNORA51,124900243,XR_007060657.1
ENSG00000201466,Y_RNA,nan,nan
ENSG00000201467,SNORA16,124905266,XR_007068422.1
ENSG00000201469,RNA5SP379,100873635,nan
ENSG00000201470,RNY4P7,100169850,nan
ENSG00000201474,RNU6-164P,nan,nan
ENSG00000201476,RNA5SP353,100873613,nan
ENSG00000201482,SNORD115-17,100033455,NR_003309.1
ENSG00000201483,Y_RNA,nan,nan
ENSG00000201487,SNORD45B,26804,NR_002748.1
ENSG00000201489,Y_RNA,nan,nan
ENSG00000201491,RNU4-75P,106479593,nan
ENSG00000201492,RNA5SP78,100873312,nan
ENSG00000201493,RNU1-141P,106481633,nan
ENSG00000201496,RN7SKP275,106480917,nan
ENSG00000201498,Y_RNA,nan,nan
ENSG00000201499,RNU6-312P,106479706,nan
ENSG00000201500,SNORD113,124903419,XR_007064397.1
ENSG00000201501,Y_RNA,nan,nan
ENSG00000201502,SNORD74,124900325,XR_007063629.1
ENSG00000201509,Y_RNA,nan,nan
ENSG00000201510,RN7SKP217,nan,nan
ENSG00000201511,Y_RNA,nan,nan
ENSG00000201512,SNORA71C,677839,NR_003017.2
ENSG00000201516,SNORA51,124900182,nan
ENSG00000201517,RNU6-707P,107075318,nan
ENSG00000201518,RNA5SP513,100873564,nan
ENSG00000201519,RNU6-645P,106479852,nan
ENSG00000201523,RNA5SP205,100873466,nan
ENSG00000201524,RNU6-450P,106481321,nan
ENSG00000201527,RNA5SP478,100873720,nan
ENSG00000201529,Y_RNA,nan,nan
ENSG00000201532,RNA5SP194,100873456,nan
ENSG00000201533,RN7SKP237,nan,nan
ENSG00000201535,Y_RNA,nan,nan
ENSG00000201541,SNORA1,124900377,XR_007065226.1
ENSG00000201542,SNORA62,124900419,XR_007067347.1
ENSG00000201544,SNORA16B,692157,NR_004389.1
ENSG00000201545,RNU4-85P,106479597,nan
ENSG00000201547,Y_RNA,nan,nan
ENSG00000201548,Y_RNA,nan,nan
ENSG00000201549,Y_RNA,nan,nan
ENSG00000201550,RNU6-726P,106480604,nan
ENSG00000201554,Y_RNA,nan,nan
ENSG00000201555,Y_RNA,nan,nan
ENSG00000201557,SNORD114-15,767593,NR_003208.1
ENSG00000201558,RNVU1-6,101954276,NR_104085.1
ENSG00000201560,RNU6-973P,106479996,nan
ENSG00000201563,Y_RNA,nan,nan
ENSG00000201564,RN7SKP50,106480459,nan
ENSG00000201565,Y_RNA,nan,nan
ENSG00000201566,Y_RNA,nan,nan
ENSG00000201567,RNA5SP510,100873561,nan
ENSG00000201569,SNORD114-17,767595,NR_003210.1
ENSG00000201570,RNU4-56P,106480547,nan
ENSG00000201573,Y_RNA,nan,nan
ENSG00000201574,RNU1-93P,106480180,nan
ENSG00000201579,RNU6-343P,106479719,nan
ENSG00000201581,RN7SKP78,nan,nan
ENSG00000201583,RN7SKP191,nan,nan
ENSG00000201584,Y_RNA,nan,nan
ENSG00000201586,RNU6-593P,106479828,nan
ENSG00000201588,RNA5S2,100169753,NR_023364.1
ENSG00000201591,RNU6-99P,106479610,nan
ENSG00000201592,snoU2_19,nan,nan
ENSG00000201594,RNA5SP517,100873568,nan
ENSG00000201595,RNA5SP132,100873401,nan
ENSG00000201596,Y_RNA,nan,nan
ENSG00000201598,RNU6-219P,106479664,nan
ENSG00000201600,RN7SKP124,nan,nan
ENSG00000201602,Y_RNA,nan,nan
ENSG00000201604,RNU6-740P,106479893,nan
ENSG00000201607,RNU4-16P,106479566,nan
ENSG00000201608,RNU4-42P,106479577,nan
ENSG00000201609,RNU4-28P,106479570,nan
ENSG00000201610,RNA5SP84,100873317,nan
ENSG00000201612,RN7SKP15,106480456,nan
ENSG00000201613,RNU6-200P,106479655,nan
ENSG00000201614,RNU4-19P,nan,nan
ENSG00000201616,RNU1-91P,106480179,nan
ENSG00000201618,RNA5SP505,100873556,nan
ENSG00000201619,SNORA67,124900429,XR_007067386.1
ENSG00000201620,RNA5SP51,100873289,nan
ENSG00000201622,RNU6-621P,106481907,nan
ENSG00000201623,RNU6-923P,106481471,nan
ENSG00000201624,Y_RNA,nan,nan
ENSG00000201627,Y_RNA,nan,nan
ENSG00000201628,RNU4-7P,nan,nan
ENSG00000201633,Y_RNA,nan,nan
ENSG00000201634,SNORD115-48,100033822,NR_003362.1
ENSG00000201635,Y_RNA,nan,nan
ENSG00000201638,RNY4P16,100431173,nan
ENSG00000201640,RN7SKP28,nan,nan
ENSG00000201641,RNU6-1187P,106481554,nan
ENSG00000201642,RNU6-865P,106479948,nan
ENSG00000201643,SNORA14A,677801,NR_002955.1
ENSG00000201644,Y_RNA,nan,nan
ENSG00000201648,RNU4-91P,106481201,nan
ENSG00000201649,Y_RNA,106481712,nan
ENSG00000201654,RNU6-7,101954275,NR_104084.1
ENSG00000201658,RNU6-283P,106479692,nan
ENSG00000201659,RNU12-2P,26823,NR_000041.2
ENSG00000201660,SNORA20,124900497,XR_007068427.1
ENSG00000201662,RNU6-60P,106480750,nan
ENSG00000201663,Y_RNA,nan,nan
ENSG00000201665,RN7SKP6,100873850,nan
ENSG00000201666,SNORD74,124900494,nan
ENSG00000201668,Y_RNA,nan,nan
ENSG00000201671,RNA5SP90,100873323,nan
ENSG00000201672,SNORD113-4,767564,NR_003232.1
ENSG00000201674,U3,124905291,XR_007068449.1
ENSG00000201675,SNORD32A,26819,NR_000021.1
ENSG00000201676,Y_RNA,nan,nan
ENSG00000201678,Y_RNA,nan,nan
ENSG00000201679,SNORD115-15,100033453,NR_003307.1
ENSG00000201680,Y_RNA,nan,nan
ENSG00000201683,Y_RNA,nan,nan
ENSG00000201684,RN7SKP239,106480907,nan
ENSG00000201687,RNU6-1107P,106481529,nan
ENSG00000201689,SNORD114-29,767610,NR_003222.1
ENSG00000201690,RNY1P2,100862666,nan
ENSG00000201695,RNA5SP334,106865375,nan
ENSG00000201699,RNU1-59P,106480167,nan
ENSG00000201700,SNORD113-3,767563,NR_003231.1
ENSG00000201701,SNORA25,124900559,XR_007074163.1
ENSG00000201704,RNA5SP396,100873649,nan
ENSG00000201707,RNU6-818P,106481439,nan
ENSG00000201708,RNA5SP359,100873618,nan
ENSG00000201709,RNU6-686P,106481397,nan
ENSG00000201710,SNORD113,124903420,XR_007064398.1
ENSG00000201711,RNU6-1303P,106481949,nan
ENSG00000201713,RNA5SP125,100873395,nan
ENSG00000201715,RN7SKP133,nan,nan
ENSG00000201723,Y_RNA,nan,nan
ENSG00000201724,Y_RNA,nan,nan
ENSG00000201725,RNU6-304P,106481275,nan
ENSG00000201727,RNA5SP173,100873437,nan
ENSG00000201728,RNA5SP479,100873721,nan
ENSG00000201733,SNORA43,124900311,XR_007063006.1
ENSG00000201736,RNA5SP160,100873426,nan
ENSG00000201737,RNU1-133P,106481631,nan
ENSG00000201741,Y_RNA,nan,nan
ENSG00000201742,RNU6-563P,106481359,nan
ENSG00000201744,RNU6-34P,100873749,nan
ENSG00000201746,RNU6-828P,106479932,nan
ENSG00000201747,RNU6-534P,106481978,nan
ENSG00000201749,Y_RNA,nan,nan
ENSG00000201752,RNU6-119P,106481214,nan
ENSG00000201754,SNORD52,26797,NR_002742.2
ENSG00000201756,Y_RNA,nan,nan
ENSG00000201758,RN7SKP55,106479119,nan
ENSG00000201761,RNU6-336P,106481285,nan
ENSG00000201763,RNA5SP267,100873520,nan
ENSG00000201766,RNA5SP302,106479004,nan
ENSG00000201770,RNU6-384P,106481299,nan
ENSG00000201772,SNORA5C,677796,NR_002991.1
ENSG00000201774,Y_RNA,nan,nan
ENSG00000201775,RNU6-1325P,106480145,nan
ENSG00000201778,Y_RNA,nan,nan
ENSG00000201780,RNU6-275P,106481265,nan
ENSG00000201782,RN7SKP226,106480903,nan
ENSG00000201785,SNORD117,692233,NR_003140.1
ENSG00000201786,Y_RNA,nan,nan
ENSG00000201788,Y_RNA,nan,nan
ENSG00000201789,RNU6-1071P,106481517,nan
ENSG00000201790,RNA5SP189,100873451,nan
ENSG00000201791,SNORA63,nan,nan
ENSG00000201792,RNU6-1192P,nan,nan
